name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Jeffri H Gunawan,1.0,"Kampus ini dari awal tidak transparansi saat detail biaya keseluruhan saat mendaftar, setiap selesai tahap pembayaran selalu muncul biaya lain yg diawal tidak di sebutkan, dan terjadi bbrp kali. Dan jika di jumlah total biaya tambahan tak terduga itu lumayan besar. Kampus terbaik dalam menjebak tambahan biaya tak terduga ya. Mau mundur sudah masuk biaya diawal besar dan tidak akan kembali dan tidak akan ada waktu lagi... Bener2 hebat dlm mengikat tanpa bisa mudah lepas",kampus transparansi detail biaya mendaftar selesai tahap pembayaran muncul biaya diawal sebutkan kali total biaya tambahan terduga lumayan kampus terbaik menjebak tambahan biaya terduga ya mundur masuk biaya diawal bener2 hebat mengikat mudah lepas,kampus transparansi detail biaya daftar selesai tahap bayar muncul biaya awal sebut kali total biaya tambah duga lumayan kampus baik jebak tambah biaya duga ya mundur masuk biaya awal bener2 hebat ikat mudah lepas,"['kampus', 'transparansi', 'detail', 'biaya', 'daftar', 'selesai', 'tahap', 'bayar', 'muncul', 'biaya', 'awal', 'sebut', 'kali', 'total', 'biaya', 'tambah', 'duga', 'lumayan', 'kampus', 'baik', 'jebak', 'tambah', 'biaya', 'duga', 'ya', 'mundur', 'masuk', 'biaya', 'awal', 'bener2', 'hebat', 'ikat', 'mudah', 'lepas']","['kampus', 'transparansi', 'detail', 'biaya', 'daftar', 'selesai', 'tahap', 'bayar', 'muncul', 'biaya', 'awal', 'sebut', 'kali', 'total', 'biaya', 'tambah', 'duga', 'lumayan', 'kampus', 'baik', 'jebak', 'tambah', 'biaya', 'duga', 'ya', 'mundur', 'masuk', 'biaya', 'awal', 'bener2', 'hebat', 'ikat', 'mudah', 'lepas']"
Naufal Adrian Hidayat,5.0,"Kampusnya luas, fasilitasnya yangg lengkap, serta hawa dan suasananya yang sejuk. Betah banget buat olahraga jalan kaki ke kampus.",kampusnya luas fasilitasnya yangg lengkap hawa suasananya sejuk betah banget olahraga jalan kaki kampus,kampus luas fasilitas yangg lengkap hawa suasana sejuk betah banget olahraga jalan kaki kampus,"['kampus', 'luas', 'fasilitas', 'yangg', 'lengkap', 'hawa', 'suasana', 'sejuk', 'betah', 'banget', 'olahraga', 'jalan', 'kaki', 'kampus']","['kampus', 'luas', 'fasilitas', 'yangg', 'lengkap', 'hawa', 'suasana', 'sejuk', 'betah', 'banget', 'olahraga', 'jalan', 'kaki', 'kampus']"
Yullia Anggrainy,5.0,Masuk ke aula Fakultas Ilmu Terapan buat acara sulung di tempat bimbelnya. Insyaa Allah hari ini menjadi lebih baik lagi dibanding sebelumnya ya Uni. Aamiin yaa Rabbal'alamiin 😘🤗,masuk aula fakultas ilmu terapan acara sulung bimbelnya insyaa allah dibanding ya uni aamiin yaa rabbalalamiin ,masuk aula fakultas ilmu terap acara sulung bimbelnya insyaa allah banding ya uni aamiin yaa rabbalalamiin,"['masuk', 'aula', 'fakultas', 'ilmu', 'terap', 'acara', 'sulung', 'bimbelnya', 'insyaa', 'allah', 'banding', 'ya', 'uni', 'aamiin', 'yaa', 'rabbalalamiin']","['masuk', 'aula', 'fakultas', 'ilmu', 'terap', 'acara', 'sulung', 'bimbelnya', 'insyaa', 'allah', 'banding', 'ya', 'uni', 'aamiin', 'yaa', 'rabbalalamiin']"
Asep R,4.0,"salah satu kampus referensi untuk yang punya passion di dunia teknologi, informatika & robotic, kampus nya luas banget, berada di kabupaten Bandung.",salah kampus referensi passion dunia teknologi informatika robotic kampus luas banget kabupaten bandung,salah kampus referensi passion dunia teknologi informatika robotic kampus luas banget kabupaten bandung,"['salah', 'kampus', 'referensi', 'passion', 'dunia', 'teknologi', 'informatika', 'robotic', 'kampus', 'luas', 'banget', 'kabupaten', 'bandung']","['salah', 'kampus', 'referensi', 'passion', 'dunia', 'teknologi', 'informatika', 'robotic', 'kampus', 'luas', 'banget', 'kabupaten', 'bandung']"
Adam zaki,5.0,"Dulu kuliah disini sedjak tahun 2012. Benar-benar tempat yang mengundang banyak memori.

Tiap tahun kesini selalu ada aja yang baru, terutama infrastrukturnya.

Dulu belum ada perpus kelas internasional kek sekarang, sekarang udah ada kolam renang indor, gedung seminar depan fakultas gue (FTE) jadi bagus banget, Telkom Mart (T-Mart) disulap jadi ruang riung.

Dan yang paling gue kaget lagi, sekarang udah ada penyewaan sepedah yang layak dari pihak kampus (ada QR codenya buat buka kunci, astaga).

Anyway, Telkom memang lagi giat merubah penampilan sebagai world class University. Semoga sebanding dengan peningkatan mutu daya pengajar dan mahasiswanya serta sistem pembelajaran dan yang tak kalah penting, bisa lebih menerima aspirasi mahasiswa!",kuliah sedjak 2012 benarbenar mengundang memori kesini infrastrukturnya perpus kelas internasional kek udah kolam renang indor gedung seminar fakultas gue fte bagus banget telkom mart tmart disulap ruang riung gue kaget udah penyewaan sepedah layak kampus qr codenya buka kunci astaga anyway telkom giat merubah penampilan world class university semoga sebanding peningkatan mutu daya pengajar mahasiswanya sistem pembelajaran kalah menerima aspirasi mahasiswa,kuliah sedjak 2012 benarbenar undang memori kesini infrastruktur pus kelas internasional kek udah kolam renang indor gedung seminar fakultas gue fte bagus banget telkom mart tmart sulap ruang riung gue kaget udah sewa dah layak kampus qr codenya buka kunci astaga anyway telkom giat rubah tampil world class university moga banding tingkat mutu daya ajar mahasiswa sistem ajar kalah terima aspirasi mahasiswa,"['kuliah', 'sedjak', '2012', 'benarbenar', 'undang', 'memori', 'kesini', 'infrastruktur', 'pus', 'kelas', 'internasional', 'kek', 'udah', 'kolam', 'renang', 'indor', 'gedung', 'seminar', 'fakultas', 'gue', 'fte', 'bagus', 'banget', 'telkom', 'mart', 'tmart', 'sulap', 'ruang', 'riung', 'gue', 'kaget', 'udah', 'sewa', 'dah', 'layak', 'kampus', 'qr', 'codenya', 'buka', 'kunci', 'astaga', 'anyway', 'telkom', 'giat', 'rubah', 'tampil', 'world', 'class', 'university', 'moga', 'banding', 'tingkat', 'mutu', 'daya', 'ajar', 'mahasiswa', 'sistem', 'ajar', 'kalah', 'terima', 'aspirasi', 'mahasiswa']","['kuliah', 'sedjak', '2012', 'benarbenar', 'undang', 'memori', 'kesini', 'infrastruktur', 'pus', 'kelas', 'internasional', 'kek', 'udah', 'kolam', 'renang', 'indor', 'gedung', 'seminar', 'fakultas', 'gue', 'fte', 'bagus', 'banget', 'telkom', 'mart', 'tmart', 'sulap', 'ruang', 'riung', 'gue', 'kaget', 'udah', 'sewa', 'dah', 'layak', 'kampus', 'qr', 'codenya', 'buka', 'kunci', 'astaga', 'anyway', 'telkom', 'giat', 'rubah', 'tampil', 'world', 'class', 'university', 'moga', 'banding', 'tingkat', 'mutu', 'daya', 'ajar', 'mahasiswa', 'sistem', 'ajar', 'kalah', 'terima', 'aspirasi', 'mahasiswa']"
susanto se,5.0,"Sebagai salah satu universitas terbaik di Imdonesia Telkom terus berbenah selain gedung baru , fasilitas penunjang juga ditambah, sekarang semakin nyaman, aman dan bersih, petugas keamanan dan kebersihan juga banyak. Sekarang ada pusat bantuan yg terkoneksi dgn CCTV cukup tekan tombol. Mantap...",salah universitas terbaik imdonesia telkom berbenah gedung fasilitas penunjang ditambah nyaman aman bersih petugas keamanan kebersihan pusat bantuan terkoneksi cctv tekan tombol mantap,salah universitas baik imdonesia telkom benah gedung fasilitas tunjang tambah nyaman aman bersih tugas aman bersih pusat bantu koneksi cctv tekan tombol mantap,"['salah', 'universitas', 'baik', 'imdonesia', 'telkom', 'benah', 'gedung', 'fasilitas', 'tunjang', 'tambah', 'nyaman', 'aman', 'bersih', 'tugas', 'aman', 'bersih', 'pusat', 'bantu', 'koneksi', 'cctv', 'tekan', 'tombol', 'mantap']","['salah', 'universitas', 'baik', 'imdonesia', 'telkom', 'benah', 'gedung', 'fasilitas', 'tunjang', 'tambah', 'nyaman', 'aman', 'bersih', 'tugas', 'aman', 'bersih', 'pusat', 'bantu', 'koneksi', 'cctv', 'tekan', 'tombol', 'mantap']"
Rahadian Gouw,1.0,"Universitas yg sangat tidak ramah untuk para ojol, terutama untuk driver food/paket yg mau nganter ke sini pasti kebanyakan di cancel/blacklist oleh driver ojol, karna harus berjalan kaki cukup jauh..",universitas ramah ojol driver foodpaket nganter kebanyakan cancelblacklist driver ojol karna berjalan kaki,universitas ramah ojol driver foodpaket nganter banyak cancelblacklist driver ojol karna jalan kaki,"['universitas', 'ramah', 'ojol', 'driver', 'foodpaket', 'nganter', 'banyak', 'cancelblacklist', 'driver', 'ojol', 'karna', 'jalan', 'kaki']","['universitas', 'ramah', 'ojol', 'driver', 'foodpaket', 'nganter', 'banyak', 'cancelblacklist', 'driver', 'ojol', 'karna', 'jalan', 'kaki']"
Ganjar Pramulia,1.0,"Anter gosend / food sulit
Penerima paket ga kooperatif
Sudah dihubungi
Bikin pusing mood hilang seketika",anter gosend food sulit penerima paket ga kooperatif dihubungi bikin pusing mood hilang,anter gosend food sulit terima paket ga kooperatif hubung bikin pusing mood hilang,"['anter', 'gosend', 'food', 'sulit', 'terima', 'paket', 'ga', 'kooperatif', 'hubung', 'bikin', 'pusing', 'mood', 'hilang']","['anter', 'gosend', 'food', 'sulit', 'terima', 'paket', 'ga', 'kooperatif', 'hubung', 'bikin', 'pusing', 'mood', 'hilang']"
Ten Eat,1.0,"Punten pak kalo bisa kurir jangan suruh jalan kaki lagi apalagi kirim ke gedung gedung ujung , kitaudah cape dijalan , mohonsaling menghargai !",punten kurir suruh jalan kaki kirim gedung gedung ujung kitaudah cape dijalan mohonsaling menghargai,punten kurir suruh jalan kaki kirim gedung gedung ujung kitaudah cape jalan mohonsaling harga,"['punten', 'kurir', 'suruh', 'jalan', 'kaki', 'kirim', 'gedung', 'gedung', 'ujung', 'kitaudah', 'cape', 'jalan', 'mohonsaling', 'harga']","['punten', 'kurir', 'suruh', 'jalan', 'kaki', 'kirim', 'gedung', 'gedung', 'ujung', 'kitaudah', 'cape', 'jalan', 'mohonsaling', 'harga']"
Fadli Ramadhan,4.0,"Pertama masuk ke sini bingung. Kurang rambu-rambu lalu lintas. Khususnya penunjuk jalan. Luas banget kompleknya. Dan parkiran juga luas, baik mobil maupun motor. Hanya saja kurang penunjuk jalan. Untuk gedungnya memang bagus. Terlihat mewah dari luar dan dalam. Memang tercermin banget kalau ini sebuah universitas. Keren.",masuk bingung ramburambu lintas penunjuk jalan luas banget kompleknya parkiran luas mobil motor penunjuk jalan gedungnya bagus mewah tercermin banget universitas keren,masuk bingung ramburambu lintas tunjuk jalan luas banget kompleknya parkir luas mobil motor tunjuk jalan gedung bagus mewah cermin banget universitas keren,"['masuk', 'bingung', 'ramburambu', 'lintas', 'tunjuk', 'jalan', 'luas', 'banget', 'kompleknya', 'parkir', 'luas', 'mobil', 'motor', 'tunjuk', 'jalan', 'gedung', 'bagus', 'mewah', 'cermin', 'banget', 'universitas', 'keren']","['masuk', 'bingung', 'ramburambu', 'lintas', 'tunjuk', 'jalan', 'luas', 'banget', 'kompleknya', 'parkir', 'luas', 'mobil', 'motor', 'tunjuk', 'jalan', 'gedung', 'bagus', 'mewah', 'cermin', 'banget', 'universitas', 'keren']"
Fitri Yani,5.0,"Jajan di pasar minggu stt Telkom, cuanki 5rb, teh poci 5rb, gurita bakar 15rb pada murah tapi rasa gak murahan mantap 👍",jajan pasar minggu stt telkom cuanki 5rb teh poci 5rb gurita bakar 15rb murah murahan mantap ,jajan pasar minggu stt telkom cuanki 5rb teh poci 5rb gurita bakar 15rb murah murah mantap,"['jajan', 'pasar', 'minggu', 'stt', 'telkom', 'cuanki', '5rb', 'teh', 'poci', '5rb', 'gurita', 'bakar', '15rb', 'murah', 'murah', 'mantap']","['jajan', 'pasar', 'minggu', 'stt', 'telkom', 'cuanki', '5rb', 'teh', 'poci', '5rb', 'gurita', 'bakar', '15rb', 'murah', 'murah', 'mantap']"
Adetia Adetia,5.0,"Setelah 2 tahun ga ke sini ternyata perubahannya cukup banyak, yg paling berasa itu vibes green campusnya, mulai dr pepohonan yg mulai rindang, banyak hewan2 termasuk merak bahkan, dan ada peternakan lebah. Keren 👍",2 ga perubahannya berasa vibes green campusnya pepohonan rindang hewan2 merak peternakan lebah keren ,2 ga ubah asa vibes green campusnya pohon rindang hewan2 merak terna lebah keren,"['2', 'ga', 'ubah', 'asa', 'vibes', 'green', 'campusnya', 'pohon', 'rindang', 'hewan2', 'merak', 'terna', 'lebah', 'keren']","['2', 'ga', 'ubah', 'asa', 'vibes', 'green', 'campusnya', 'pohon', 'rindang', 'hewan2', 'merak', 'terna', 'lebah', 'keren']"
Delio Da Costa,5.0,"Tempatnya bagus, Universitas Unggul di Indenesia dan termasuk memberikan beasiswa mahasiswa Nasional, Lokal maupun International. Universitas yang mempunyai keunikanya semdiri dan mempunya fasilitas lengkap.

Selamat Kuliah

Terimakasih",tempatnya bagus universitas unggul indenesia beasiswa mahasiswa nasional lokal international universitas keunikanya semdiri mempunya fasilitas lengkap selamat kuliah terimakasih,tempat bagus universitas unggul indenesia beasiswa mahasiswa nasional lokal international universitas keunikanya semdiri punya fasilitas lengkap selamat kuliah terimakasih,"['tempat', 'bagus', 'universitas', 'unggul', 'indenesia', 'beasiswa', 'mahasiswa', 'nasional', 'lokal', 'international', 'universitas', 'keunikanya', 'semdiri', 'punya', 'fasilitas', 'lengkap', 'selamat', 'kuliah', 'terimakasih']","['tempat', 'bagus', 'universitas', 'unggul', 'indenesia', 'beasiswa', 'mahasiswa', 'nasional', 'lokal', 'international', 'universitas', 'keunikanya', 'semdiri', 'punya', 'fasilitas', 'lengkap', 'selamat', 'kuliah', 'terimakasih']"
Maman Somantri,1.0,"Ribet Banget Kalo Buat Driver Online
Tidak boleh bawa motor ke dalam
Sedangkan pesanan harus sampai ke depan Muka customer
Kita harus jalan kaki dari parkiran sampai ke dalam tang lumayan jauh
Kalau tidak boleh masuk bawa motor sediakan jalur khusus buat kurir/pengantaran makanan
Atau sediakan tempat penitipan makanan di halaman parkir biar Customer sendiri tang ambil pesanan nya atau satpam yang anter ke dalam",ribet banget driver online bawa motor pesanan muka customer jalan kaki parkiran tang lumayan masuk bawa motor sediakan jalur khusus kurirpengantaran makanan sediakan penitipan makanan halaman parkir biar customer tang ambil pesanan satpam anter,ribet banget driver online bawa motor pesan muka customer jalan kaki parkir tang lumayan masuk bawa motor sedia jalur khusus kurirpengantaran makan sedia titip makan halaman parkir biar customer tang ambil pesan satpam anter,"['ribet', 'banget', 'driver', 'online', 'bawa', 'motor', 'pesan', 'muka', 'customer', 'jalan', 'kaki', 'parkir', 'tang', 'lumayan', 'masuk', 'bawa', 'motor', 'sedia', 'jalur', 'khusus', 'kurirpengantaran', 'makan', 'sedia', 'titip', 'makan', 'halaman', 'parkir', 'biar', 'customer', 'tang', 'ambil', 'pesan', 'satpam', 'anter']","['ribet', 'banget', 'driver', 'online', 'bawa', 'motor', 'pesan', 'muka', 'customer', 'jalan', 'kaki', 'parkir', 'tang', 'lumayan', 'masuk', 'bawa', 'motor', 'sedia', 'jalur', 'khusus', 'kurirpengantaran', 'makan', 'sedia', 'titip', 'makan', 'halaman', 'parkir', 'biar', 'customer', 'tang', 'ambil', 'pesan', 'satpam', 'anter']"
Muhammad Kosasih,5.0,Salah satu kampus terbaik yang mempunyai gedung megah dan sarana yang cukup memadai.,salah kampus terbaik gedung megah sarana memadai,salah kampus baik gedung megah sarana pada,"['salah', 'kampus', 'baik', 'gedung', 'megah', 'sarana', 'pada']","['salah', 'kampus', 'baik', 'gedung', 'megah', 'sarana', 'pada']"
Ade Wirnanda (Awna_Store),5.0,"Fasilitas umum telah diperbarui besar2an sejak awal pandemi, sehingga jika sudah pama tidak ke kampus akqn sangat terasa bedanya",fasilitas diperbarui besar2an pandemi pama kampus akqn bedanya,fasilitas baru besar2an pandemi pama kampus akqn beda,"['fasilitas', 'baru', 'besar2an', 'pandemi', 'pama', 'kampus', 'akqn', 'beda']","['fasilitas', 'baru', 'besar2an', 'pandemi', 'pama', 'kampus', 'akqn', 'beda']"
Wenny Iswari,5.0,"masyaallah makin bagus kampuskuuu, kangen bgt kesini.. udh 10 thun ga kesana lagi, wisuda 2014 😆",masyaallah bagus kampuskuuu kangen banget kesini udh 10 thun ga kesana wisuda 2014 ,masyaallah bagus kampuskuuu kangen banget kesini udh 10 thun ga kesana wisuda 2014,"['masyaallah', 'bagus', 'kampuskuuu', 'kangen', 'banget', 'kesini', 'udh', '10', 'thun', 'ga', 'kesana', 'wisuda', '2014']","['masyaallah', 'bagus', 'kampuskuuu', 'kangen', 'banget', 'kesini', 'udh', '10', 'thun', 'ga', 'kesana', 'wisuda', '2014']"
Adi Sucipto,5.0,Makin maju dan terus menjadi pencetak sarjana2 muda yg nanti nya akan membangun bangsa dan negara inibke arah yg jauh lebih baik,maju pencetak sarjana2 muda membangun bangsa negara inibke arah,maju cetak sarjana2 muda bangun bangsa negara inibke arah,"['maju', 'cetak', 'sarjana2', 'muda', 'bangun', 'bangsa', 'negara', 'inibke', 'arah']","['maju', 'cetak', 'sarjana2', 'muda', 'bangun', 'bangsa', 'negara', 'inibke', 'arah']"
Rusky,5.0,"Luas,keren kampus yang paling menakjubkan,gedungnyapun sangat banyak,sekuritas parkirnyapun ketat,canggih serba tekonologi modern dengan era telekomunikasi terkini, sesuai dengan nama perusahaannyapun,apalagi jalannya..lingkungannya bersih,nyaman buat ngampus setiap ngampus masuk jan pelajaran maupun istirahat atau pekan ukm kegiatan mahasiswa dikampus ini. Mantul.pokonya",luaskeren kampus menakjubkangedungnyapun banyaksekuritas parkirnyapun ketatcanggih serba tekonologi modern era telekomunikasi terkini sesuai nama perusahaannyapunapalagi jalannyalingkungannya bersihnyaman ngampus ngampus masuk jan pelajaran istirahat pekan ukm kegiatan mahasiswa dikampus mantulpokonya,luaskeren kampus menakjubkangedungnyapun banyaksekuritas parkir ketatcanggih serba tekonologi modern era telekomunikasi kini sesuai nama perusahaannyapunapalagi jalannyalingkungannya bersihnyaman ngampus ngampus masuk jan ajar istirahat pekan ukm giat mahasiswa kampus mantulpokonya,"['luaskeren', 'kampus', 'menakjubkangedungnyapun', 'banyaksekuritas', 'parkir', 'ketatcanggih', 'serba', 'tekonologi', 'modern', 'era', 'telekomunikasi', 'kini', 'sesuai', 'nama', 'perusahaannyapunapalagi', 'jalannyalingkungannya', 'bersihnyaman', 'ngampus', 'ngampus', 'masuk', 'jan', 'ajar', 'istirahat', 'pekan', 'ukm', 'giat', 'mahasiswa', 'kampus', 'mantulpokonya']","['luaskeren', 'kampus', 'menakjubkangedungnyapun', 'banyaksekuritas', 'parkir', 'ketatcanggih', 'serba', 'tekonologi', 'modern', 'era', 'telekomunikasi', 'kini', 'sesuai', 'nama', 'perusahaannyapunapalagi', 'jalannyalingkungannya', 'bersihnyaman', 'ngampus', 'ngampus', 'masuk', 'jan', 'ajar', 'istirahat', 'pekan', 'ukm', 'giat', 'mahasiswa', 'kampus', 'mantulpokonya']"
Hasyir Ahmad,4.0,"kampus yg luar biasa, orang orang hebat lahir dari sini, walaupun bukan mahasiswanya saya bangga terhadap kampus ini, lingkungan yang bersih aman dan nyaman sangat mendukung kegiatan perkuliahan disini, semoga kampus ini terus mencetak orang orang yang hebat",kampus orang orang hebat lahir mahasiswanya bangga kampus lingkungan bersih aman nyaman mendukung kegiatan perkuliahan semoga kampus mencetak orang orang hebat,kampus orang orang hebat lahir mahasiswa bangga kampus lingkung bersih aman nyaman dukung giat kuliah moga kampus cetak orang orang hebat,"['kampus', 'orang', 'orang', 'hebat', 'lahir', 'mahasiswa', 'bangga', 'kampus', 'lingkung', 'bersih', 'aman', 'nyaman', 'dukung', 'giat', 'kuliah', 'moga', 'kampus', 'cetak', 'orang', 'orang', 'hebat']","['kampus', 'orang', 'orang', 'hebat', 'lahir', 'mahasiswa', 'bangga', 'kampus', 'lingkung', 'bersih', 'aman', 'nyaman', 'dukung', 'giat', 'kuliah', 'moga', 'kampus', 'cetak', 'orang', 'orang', 'hebat']"
Ghazaly Imam,5.0,Dulu ke sini 2017 masih gersang sekarang sudah rimbun dan banyak bangunan.,2017 gersang rimbun bangunan,2017 gersang rimbun bangun,"['2017', 'gersang', 'rimbun', 'bangun']","['2017', 'gersang', 'rimbun', 'bangun']"
Farel Jemal,5.0,Kampus dengan segudang koneksi dapat membangun karier yang relevan👍,kampus segudang koneksi membangun karier relevan ,kampus gudang koneksi bangun karier relevan,"['kampus', 'gudang', 'koneksi', 'bangun', 'karier', 'relevan']","['kampus', 'gudang', 'koneksi', 'bangun', 'karier', 'relevan']"
arbi hildansyah,1.0,"Telkom ini aneh, harusnya ada tempat penitipan di depan asrama. Biar yang muda muda ambil paket sendiri. Malah yang tua di suruh jalan kaki jauh.",telkom aneh penitipan asrama biar muda muda ambil paket tua suruh jalan kaki,telkom aneh titip asrama biar muda muda ambil paket tua suruh jalan kaki,"['telkom', 'aneh', 'titip', 'asrama', 'biar', 'muda', 'muda', 'ambil', 'paket', 'tua', 'suruh', 'jalan', 'kaki']","['telkom', 'aneh', 'titip', 'asrama', 'biar', 'muda', 'muda', 'ambil', 'paket', 'tua', 'suruh', 'jalan', 'kaki']"
Faizal UwU,1.0,"Cik atuh euy hilangkan lah aturan ojol harus jalan dan nyimpen motornya jauh dari titik do, kami bukan babu para mahasiswa, udah mah ongkosnya murah ini harus jalan buat nganter makanan/paketnya mikir dong letak kemanusiaanya dimana, ke rakyat kecil ko nindas banget asu",cik atuh euy hilangkan aturan ojol jalan nyimpen motornya titik do babu mahasiswa udah mah ongkosnya murah jalan nganter makananpaketnya mikir letak kemanusiaanya dimana rakyat ko nindas banget asu,cik atuh euy hilang atur ojol jalan nyimpen motor titik do babu mahasiswa udah mah ongkos murah jalan nganter makananpaketnya mikir letak kemanusiaanya mana rakyat ko nindas banget asu,"['cik', 'atuh', 'euy', 'hilang', 'atur', 'ojol', 'jalan', 'nyimpen', 'motor', 'titik', 'do', 'babu', 'mahasiswa', 'udah', 'mah', 'ongkos', 'murah', 'jalan', 'nganter', 'makananpaketnya', 'mikir', 'letak', 'kemanusiaanya', 'mana', 'rakyat', 'ko', 'nindas', 'banget', 'asu']","['cik', 'atuh', 'euy', 'hilang', 'atur', 'ojol', 'jalan', 'nyimpen', 'motor', 'titik', 'do', 'babu', 'mahasiswa', 'udah', 'mah', 'ongkos', 'murah', 'jalan', 'nganter', 'makananpaketnya', 'mikir', 'letak', 'kemanusiaanya', 'mana', 'rakyat', 'ko', 'nindas', 'banget', 'asu']"
